0.01,0.5,0.008,545959,25,55,3,0,-1,-1,26,11,11,1,0,-1,-1,17,6117,1179,581,443,582,163
0.02,0.5,0.008,545959,8,15,0,-1,-1,-1,9,6,4,0,-1,-1,-1,6,5833,1174,572,435,340,-1
0.03,0.5,0.008,545959,8,15,0,-1,-1,-1,9,6,3,0,-1,-1,-1,6,6018,1171,570,446,339,-1
0.04,0.5,0.008,545959,8,6,0,-1,-1,-1,9,4,3,0,-1,-1,-1,5,5781,1163,570,425,339,-1
0.05,0.5,0.008,545959,8,6,0,-1,-1,-1,9,4,3,0,-1,-1,-1,5,5942,1162,571,423,339,-1
0.06,0.5,0.008,545959,6,6,0,-1,-1,-1,7,4,2,0,-1,-1,-1,4,5863,1177,577,516,336,-1
0.07,0.5,0.008,545959,6,3,0,-1,-1,-1,7,3,2,0,-1,-1,-1,3,6002,1164,575,558,338,-1
0.08,0.5,0.008,545959,5,3,0,-1,-1,-1,6,3,1,0,-1,-1,-1,3,6061,1157,609,567,348,-1
0.09,0.5,0.008,545959,5,3,0,-1,-1,-1,6,3,1,0,-1,-1,-1,3,5271,1163,610,557,333,-1
0.1,0.5,0.08,545959,4,1,-1,-1,-1,-1,5,2,0,-1,-1,-1,-1,2,5338,1160,579,402,-1,-1
0.4,0.5,0.08,545959,2,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,0,6483,1170,553,-1,-1,-1
0.001,0.5,0.008,545959,756,3160,30,0,-1,-1,757,80,98,26,0,-1,-1,193,5759,1160,995,844,472,151
0.002,0.5,0.008,545959,355,3160,30,0,-1,-1,356,80,98,26,0,-1,-1,193,5270,1173,895,662,653,153
0.003,0.5,0.008,545959,245,3160,30,0,-1,-1,246,80,98,26,0,-1,-1,193,5861,1170,748,661,649,153
0.004,0.5,0.008,545959,179,2701,22,0,-1,-1,180,74,86,18,0,-1,-1,168,5753,1163,755,634,895,153
0.005,0.5,0.008,545959,142,1035,10,0,-1,-1,143,46,45,9,0,-1,-1,92,6047,1170,673,532,1291,152
0.006,0.5,0.008,545959,97,300,7,0,-1,-1,98,25,25,5,0,-1,-1,49,5868,1165,660,472,643,152
0.007,0.5,0.008,545959,57,120,4,0,-1,-1,58,16,17,1,0,-1,-1,28,5943,1158,662,451,811,153
0.008,0.5,0.008,545959,44,66,4,0,-1,-1,45,12,14,1,0,-1,-1,21,5687,1170,669,447,597,152
0.009,0.5,0.008,545959,32,55,3,0,-1,-1,33,11,12,1,0,-1,-1,18,5757,1168,651,445,729,150
0.01,0.5,0.008,545959,25,55,3,0,-1,-1,26,11,11,1,0,-1,-1,17,6135,1181,579,443,582,162
0.02,0.5,0.008,545959,8,15,0,-1,-1,-1,9,6,4,0,-1,-1,-1,6,5346,1168,566,433,339,-1
0.03,0.5,0.008,545959,8,15,0,-1,-1,-1,9,6,3,0,-1,-1,-1,6,5344,1165,573,436,340,-1
0.04,0.5,0.008,545959,8,6,0,-1,-1,-1,9,4,3,0,-1,-1,-1,5,6232,1159,617,423,340,-1
0.05,0.5,0.008,545959,8,6,0,-1,-1,-1,9,4,3,0,-1,-1,-1,5,5677,1161,571,423,338,-1
0.06,0.5,0.008,545959,6,6,0,-1,-1,-1,7,4,2,0,-1,-1,-1,4,5944,1163,638,481,337,-1
0.07,0.5,0.008,545959,6,3,0,-1,-1,-1,7,3,2,0,-1,-1,-1,3,6479,1160,573,559,346,-1
0.08,0.5,0.008,545959,5,3,0,-1,-1,-1,6,3,1,0,-1,-1,-1,3,5797,1177,570,555,341,-1
0.09,0.5,0.008,545959,5,3,0,-1,-1,-1,6,3,1,0,-1,-1,-1,3,6123,1162,611,568,347,-1
0.1,0.5,0.08,545959,4,1,-1,-1,-1,-1,5,2,0,-1,-1,-1,-1,2,6358,1174,579,405,-1,-1
0.4,0.5,0.08,545959,2,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,0,5371,1171,550,-1,-1,-1
